Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label,lstm_sentiment_labeling,lstm_sentiment_score,lstm_matches_vader,roberta_sentiment_labeling,roberta_sentiment_score,distilbert_sentiment_labeling,distilbert_sentiment_score
How that once Trump in focus a pandemic is developing. Was a Trudeau asking for?,how that once trump in focus a pandemic is developing was a trudeau asking for,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.718759,1,Negative,0.594281614,Positive,0.661789179
"Believe in Yeshua, Repent and be born again brothers and sisters for the kingdom of God is at hand. He is coming very soon !",believe in yeshua repent and be born again brothers and sisters for the kingdom of god is at hand he is coming very soon,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.6486}",0.6486,Positive,Positive,0.98500276,1,Positive,0.916621685,Positive,0.814285517
Sigh and myself and 3 kids are asthmatic what will i do if and when it reaches Jamaica,sigh and myself and 3 kids are asthmatic what will i do if and when it reaches jamaica,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0772,Positive,Positive,0.8141926,1,Negative,0.784409285,Negative,0.914328158
Don't be fooled a second time and don't be forced to take so called vaccines.,dont be fooled a second time and dont be forced to take so called vaccines,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.5667}",0.5667,Positive,Negative,0.49796364,0,Negative,0.576945722,Positive,0.600571215
This is intentionally,this is intentionally,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9855186,1,Neutral,0.592696488,Negative,0.922034204
Here we go again,here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97943157,1,Negative,0.542321742,Positive,0.833614767
"Are you controlled by India? Did you confirm the evidence by yourself? As a media outlet, you should be more professional, not spread rumors.",are you controlled by india did you confirm the evidence by yourself as a media outlet you should be more professional not spread rumors,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.93868655,1,Neutral,0.536757588,Positive,0.778206289
Government doing this Jesus is coming,government doing this jesus is coming,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9183366,1,Negative,0.763005972,Positive,0.724807024
Chinese new year ðŸ˜¢ðŸ˜¢ðŸ˜¢ðŸ˜¢,chinese new year ðÿðÿðÿðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9221485,1,Neutral,0.754865229,Positive,0.837934196
 new name on the same stuff that happens every year,new name on the same stuff that happens every year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97874564,1,Neutral,0.5165959,Positive,0.789150834
Plandemic Round 2?,plandemic round 2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.98890793,1,Negative,0.728803754,Positive,0.676354289
Its called a cold with a name.,its called a cold with a name,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.87595874,1,Neutral,0.594243228,Positive,0.685744107
World   has  to   look   in   to   this  matter   before  getting  worse,world has to look in to this matter before getting worse,"{'neg': 0.234, 'neu': 0.681, 'pos': 0.085, 'compound': -0.4543}",-0.4543,Negative,Negative,0.78290516,1,Negative,0.761892557,Negative,0.962193966
This Feels like propaganda to me. Donâ€:trade_mark:t be scammed again,this feels like propaganda to me donâtrade_markt be scammed again,"{'neg': 0.16, 'neu': 0.64, 'pos': 0.2, 'compound': 0.128}",0.128,Positive,Positive,0.75243753,1,Negative,0.943184137,Negative,0.957268059
Why is only Indian news channels are showing news about HMPV.,why is only indian news channels are showing news about hmpv,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.92749196,1,Negative,0.515554309,Negative,0.958982348
Western manifac what nex,western manifac what nex,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9777604,1,Neutral,0.640521348,Positive,0.715320051
"China: ""Happy new year to you all"".",china happy new year to you all,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,Positive,Positive,0.9742041,1,Positive,0.983665407,Positive,0.964034617
This is a scare tactic can't believe china's lies,this is a scare tactic cant believe chinas lies,"{'neg': 0.255, 'neu': 0.559, 'pos': 0.186, 'compound': -0.2187}",-0.2187,Negative,Negative,0.9531381,1,Negative,0.895979106,Negative,0.945155859
"the pharmaceutical companies will be salivating, but our economy can not afford another panic attack",the pharmaceutical companies will be salivating but our economy can not afford another panic attack,"{'neg': 0.2, 'neu': 0.628, 'pos': 0.172, 'compound': -0.1523}",-0.1523,Negative,Negative,0.86369896,1,Negative,0.717924356,Negative,0.980083466
Nothing to see here.,nothing to see here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9607182,1,Neutral,0.642745197,Negative,0.967615485
"Human metapneumovirus actually isn't new unlike covid-19 was. Official sources show it was discovered back in 2001 and some unofficial claims even state that early cases date back to mid last century. Currently, their is no vaccine for HMPV and its not a major health threat to the general population currently.
 But most importantly, if your still really concerned, then its best to remember to wash your hands, stay a safe distance wherever you can, avoid unnecessary travel and crowds, where a mask when around vulnerable family members, know your symptoms, isolate if you fall sick and most importantly, keep other vaccinations up to date if necessary. If you have any more concerns, than you should speak to your doctor, or a health professional for any further advice or assistance.",human metapneumovirus actually isnt new unlike covid19 was official sources show it was discovered back in 2001 and some unofficial claims even state that early cases date back to mid last century currently their is no vaccine for hmpv and its not a major health threat to the general population currently but most importantly if your still really concerned then its best to remember to wash your hands stay a safe distance wherever you can avoid unnecessary travel and crowds where a mask when around vulnerable family members know your symptoms isolate if you fall sick and most importantly keep other vaccinations up to date if necessary if you have any more concerns than you should speak to your doctor or a health professional for any further advice or assistance,"{'neg': 0.103, 'neu': 0.789, 'pos': 0.108, 'compound': 0.5704}",0.5704,Positive,Negative,0.48014668,0,Neutral,0.64212811,Positive,0.64418292
"Albo has had a week to stop all flights from China now,   either this is a joke or he has to be kidding if he thinks people will comply with a lockdown again.   I complied with the first lockdown but not happening this time. Albo has had a week to stop flights.",albo has had a week to stop all flights from china now either this is a joke or he has to be kidding if he thinks people will comply with a lockdown again i complied with the first lockdown but not happening this time albo has had a week to stop flights,"{'neg': 0.08, 'neu': 0.87, 'pos': 0.051, 'compound': -0.3818}",-0.3818,Negative,Negative,0.8358084,1,Negative,0.826003253,Negative,0.841101348
"â­• Sign up for our NEWSLETTER and stay in touchðŸ‘‰https://www.ntd.com/newsletter.htm
ðŸ”´ THE FINAL WAR is a documentary that uncovers the Chinese Communist Partyâ€:trade_mark:s 100-year plot to defeat America.ðŸ‘‰ðŸ‘‰https://ept.ms/3V3NfV9
ðŸ”¥ BEST OFFER EVER  https://ept.ms/1For2Months-Tiffany",â sign up for our newsletter and stay in touchðÿ ðÿ the final war is a documentary that uncovers the chinese communist partyâtrade_marks 100year plot to defeat americaðÿðÿ ðÿ best offer ever,"{'neg': 0.172, 'neu': 0.723, 'pos': 0.105, 'compound': -0.4019}",-0.4019,Negative,Negative,0.7975788,1,Positive,0.633828163,Positive,0.963912189
Maybe these latest China deadly virus is intended to prevent Trump from winning his 2nd attempt in US presidential election like what they did before.,maybe these latest china deadly virus is intended to prevent trump from winning his 2nd attempt in us presidential election like what they did before,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.7184}",0.7184,Positive,Positive,0.9769445,1,Negative,0.710904121,Negative,0.761201024
CCP is addicted in making deadly contagious virus. They're probably this one could accomplish what covid19 failed to do: depopulate the world.,ccp is addicted in making deadly contagious virus theyre probably this one could accomplish what covid19 failed to do depopulate the world,"{'neg': 0.207, 'neu': 0.691, 'pos': 0.102, 'compound': -0.4404}",-0.4404,Negative,Negative,0.63720137,1,Negative,0.903625131,Negative,0.761614919
Where is Tiffany Meier ?,where is tiffany meier,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9105255,1,Neutral,0.821919262,Negative,0.942894697
They made a new virus,they made a new virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.98265463,1,Negative,0.736632228,Positive,0.680607021
Praying for those who are sick in China ðŸ:trade_mark:,praying for those who are sick in china ðÿtrade_mark,"{'neg': 0.258, 'neu': 0.547, 'pos': 0.195, 'compound': -0.2023}",-0.2023,Negative,Negative,0.8137239,1,Negative,0.538756251,Positive,0.508321643
"It is not $700 million but USD 1.6 billions to counter Chinaâ€:trade_mark:s influence. But all China did was making documentary about China development, it is the Western tourist that reveal the fake news by the western mainstream media. They are exposing the lies told to them by the media and politicians, they found out the opposite is true when they were in China.",it is not 700 million but usd 16 billions to counter chinaâtrade_marks influence but all china did was making documentary about china development it is the western tourist that reveal the fake news by the western mainstream media they are exposing the lies told to them by the media and politicians they found out the opposite is true when they were in china,"{'neg': 0.143, 'neu': 0.806, 'pos': 0.051, 'compound': -0.7783}",-0.7783,Negative,Negative,0.70529443,1,Neutral,0.539313912,Negative,0.641433775
"I wonder whether this is another part of America spending $700 millions for smearing and badmouthing China. Why this poor Indians media are popping up everywhere to demonizing China. Why these propaganda channel are spreading these fake news? Are they sponsored by these funds or orchestrated by NED/CIA? The one that has a hotbed of disease is India, it is filthy and extremely dirty society.",i wonder whether this is another part of america spending 700 millions for smearing and badmouthing china why this poor indians media are popping up everywhere to demonizing china why these propaganda channel are spreading these fake news are they sponsored by these funds or orchestrated by nedcia the one that has a hotbed of disease is india it is filthy and extremely dirty society,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.8983}",-0.8983,Negative,Negative,0.69940084,1,Negative,0.907857835,Negative,0.981974006
Not buying it. More scare and fear tactics!,not buying it more scare and fear tactics,"{'neg': 0.537, 'neu': 0.463, 'pos': 0.0, 'compound': -0.788}",-0.788,Negative,Negative,0.95632166,1,Negative,0.866243541,Negative,0.737918019
The USA is in everybody business over the world,the usa is in everybody business over the world,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9891118,1,Neutral,0.633523285,Positive,0.87088418
Anytime donal j trump in power virus ðŸ¦  comes in to place ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤” just remember who was the ones who was involved in COVID 19â€:trade_mark:,anytime donal j trump in power virus ðÿ comes in to place ðÿðÿðÿðÿ just remember who was the ones who was involved in covid 19âtrade_mark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.8980715,1,Neutral,0.495941311,Positive,0.768624246
Hate's Most Political Vision,hates most political vision,"{'neg': 0.404, 'neu': 0.279, 'pos': 0.317, 'compound': -0.1585}",-0.1585,Negative,Negative,0.94351107,1,Negative,0.831768394,Negative,0.983746052
close border for all passport from mainland china.,close border for all passport from mainland china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9960568,1,Neutral,0.680195808,Positive,0.738654017
"Isn't it funny that the flu and pneumonia did not exist in 2020 and 2021, because it was replaced with SARS-COV2. Yet SARS-COV2 is NOT a respiratory virus, but an inflammatory virus. SMH ðŸ˜¢",isnt it funny that the flu and pneumonia did not exist in 2020 and 2021 because it was replaced with sarscov2 yet sarscov2 is not a respiratory virus but an inflammatory virus smh ðÿ,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.6655}",-0.6655,Negative,Negative,0.7694414,1,Negative,0.77821511,Negative,0.82498765
Stay there and donâ€:trade_mark:t spread All over world!,stay there and donâtrade_markt spread all over world,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.931058,1,Neutral,0.798125446,Positive,0.798493624
"Ladies and gentlemen, as with covid, this is what known in China as ""5 year plan"" ðŸ¥º",ladies and gentlemen as with covid this is what known in china as 5 year plan ðÿº,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9024812,1,Neutral,0.634185493,Positive,0.875986993
"This is how Covid started, it started with denials!!!!! All airlines should ban all flights from and into China",this is how covid started it started with denials all airlines should ban all flights from and into china,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.8713138,1,Negative,0.878534198,Negative,0.801094651
the root of all the virus!,the root of all the virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9840576,1,Negative,0.858629346,Negative,0.787082136
No chinese allowed in the philippine airportðŸ˜:registered:ðŸ˜:registered:ðŸ˜:registered:,no chinese allowed in the philippine airportðÿregisteredðÿregisteredðÿregistered,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,Negative,0.8472759,1,Negative,0.513255894,Negative,0.84805119
Why WHY China ur always making problem..,why why china ur always making problem,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,Negative,0.8031654,1,Negative,0.889363289,Negative,0.971013486
